,Year,Taxon,Importer,Exporter,Origin,Term,Unit,Quantity,Region,Number,Purpose
343,1989,Manis pentadactyla,JP,CN,,live,,4.0,Asian,4.0,whole
344,1989,Manis pentadactyla,PT,MO,CN,bodies,,1.0,Asian,1.0,whole
345,1989,Manis tricuspis,SE,CG,,bodies,,1.0,African,1.0,whole
346,1990,Manis spp.,NZ,XX,,skins,,1.0,Other,1.0,skins
347,1990,Manis spp.,US,HK,CN,derivatives,kg,22.0,Asian,3.0,derivatives
348,1990,Manis spp.,US,KR,XX,bodies,,1.0,Asian,1.0,whole
349,1990,Manis spp.,US,TH,XX,bodies,,1.0,Asian,1.0,whole
350,1990,Manis spp.,US,TH,XX,shoes,,1.0,Asian,1.0,trophy
351,1990,Manis spp.,US,TH,XX,shoes,,1.0,Asian,1.0,trophy
352,1990,Manis spp.,US,TH,XX,leather items,,1.0,Asian,1.0,skins
353,1990,Manis javanica,US,LA,,skins,,4962.0,Asian,4962.0,skins
354,1990,Manis javanica,US,PH,XX,leather items,,3.0,Asian,3.0,skins
355,1990,Manis javanica,US,TH,XX,shoes,,1.0,Asian,1.0,trophy
356,1990,Manis javanica,US,TH,XX,skin pieces,,1.0,Asian,2.0,skins
357,1990,Manis javanica,US,TW,VN,skins,,50.0,Asian,50.0,skins
358,1990,Manis javanica,US,VN,,bodies,,1.0,Asian,1.0,whole
359,1990,Manis pentadactyla,HK,CN,,derivatives,cartons,834.0,Asian,4634.0,derivatives
360,1990,Manis pentadactyla,JP,CN,,live,,4.0,Asian,4.0,whole
361,1990,Manis pentadactyla,MO,CN,,derivatives,cartons,123.0,Asian,684.0,derivatives
362,1990,Manis pentadactyla,MY,CN,,derivatives,cartons,591.0,Asian,3284.0,derivatives
363,1990,Manis pentadactyla,PH,CN,,derivatives,cartons,10.0,Asian,56.0,derivatives
364,1990,Manis pentadactyla,SG,CN,,derivatives,cartons,50.0,Asian,278.0,derivatives
365,1990,Manis pentadactyla,US,HK,XX,derivatives,,200.0,Asian,56.0,derivatives
366,1990,Manis pentadactyla,US,VN,,bodies,,1.0,Asian,1.0,whole
367,1990,Manis tetradactyla,FR,CG,,bodies,,1.0,African,1.0,whole
368,1990,Manis tetradactyla,US,TG,,live,,35.0,African,35.0,whole
369,1990,Manis tetradactyla,US,TG,,live,,13.0,African,13.0,whole
370,1990,Manis tricuspis,JP,TG,,live,,25.0,African,25.0,whole
371,1990,Manis tricuspis,US,NG,,live,,1.0,African,1.0,whole
372,1991,Manis spp.,US,LA,XX,derivatives,,1.0,Asian,1.0,derivatives
373,1991,Manis spp.,US,LA,XX,derivatives,,1.0,Asian,1.0,derivatives
374,1991,Manis spp.,US,PH,XX,bodies,,4.0,Asian,4.0,whole
375,1991,Manis spp.,US,TH,,leather items,,5.0,Asian,5.0,skins
376,1991,Manis spp.,US,VN,,bodies,,2.0,Asian,2.0,whole
377,1991,Manis spp.,US,VN,,bodies,,1.0,Asian,1.0,whole
378,1991,Manis javanica,MX,ID,,skins,,10000.0,Asian,10000.0,skins
379,1991,Manis javanica,US,JP,MY,bodies,,1.0,Asian,1.0,whole
380,1991,Manis javanica,US,LA,,skins,m2,60.0,Asian,50.0,skins
381,1991,Manis javanica,US,LA,,skins,m,470.0,Asian,392.0,skins
382,1991,Manis javanica,US,LA,,skins,,3557.0,Asian,3557.0,skins
383,1991,Manis javanica,US,LA,,skins,,4962.0,Asian,4962.0,skins
384,1991,Manis javanica,US,PH,XX,bodies,,1.0,Asian,1.0,whole
385,1991,Manis javanica,US,TH,,bodies,,1.0,Asian,1.0,whole
386,1991,Manis javanica,US,TW,VN,skins,,148.0,Asian,148.0,skins
387,1991,Manis javanica,US,VN,,bodies,,1.0,Asian,1.0,whole
388,1991,Manis javanica,US,XX,,bodies,,1.0,Asian,1.0,whole
389,1991,Manis pentadactyla,BG,CN,,derivatives,cartons,2.0,Asian,12.0,derivatives
390,1991,Manis pentadactyla,CA,CN,,derivatives,cartons,14.0,Asian,78.0,derivatives
391,1991,Manis pentadactyla,HK,CN,,derivatives,cartons,1457.0,Asian,8095.0,derivatives
392,1991,Manis pentadactyla,JP,CN,,live,,4.0,Asian,4.0,whole
393,1991,Manis pentadactyla,JP,CN,,live,,8.0,Asian,8.0,whole
394,1991,Manis pentadactyla,MO,CN,,derivatives,cartons,205.0,Asian,1139.0,derivatives
395,1991,Manis pentadactyla,MX,HK,ID,skins,kg,1000.0,Asian,1389.0,skins
396,1991,Manis pentadactyla,MX,KR,ID,skins,,5000.0,Asian,5000.0,skins
397,1991,Manis pentadactyla,MY,CN,,derivatives,cartons,680.0,Asian,3778.0,derivatives
398,1991,Manis pentadactyla,NZ,XX,,bodies,,1.0,Asian,1.0,whole
399,1991,Manis pentadactyla,PH,CN,,derivatives,cartons,80.0,Asian,445.0,derivatives
400,1991,Manis pentadactyla,SG,CN,,derivatives,cartons,160.0,Asian,889.0,derivatives
401,1991,Manis tricuspis,JP,TG,,live,,5.0,African,5.0,whole
402,1992,Manis spp.,US,KR,XX,shoes,,4.0,Asian,4.0,trophy
403,1992,Manis spp.,US,SG,IN,claws,,1.0,Asian,1.0,derivatives
404,1992,Manis spp.,US,VN,,skins,,1.0,Asian,1.0,skins
405,1992,Manis javanica,MX,LA,,skins,kg,1500.0,Asian,1531.0,skins
406,1992,Manis javanica,MX,LA,,skins,,15000.0,Asian,15000.0,skins
407,1992,Manis javanica,SG,VN,,skins,,220.0,Asian,220.0,skins
408,1992,Manis javanica,US,HK,XX,bodies,,2.0,Asian,2.0,whole
409,1992,Manis javanica,US,LA,,skins,kg,72.0,Asian,74.0,skins
410,1992,Manis javanica,US,LA,,skins,m2,368.0,Asian,307.0,skins
411,1992,Manis javanica,US,LA,,skins,,1961.0,Asian,1961.0,skins
412,1992,Manis javanica,US,LA,,skins,,2727.0,Asian,2727.0,skins
413,1992,Manis javanica,US,PH,,bodies,,1.0,Asian,1.0,whole
414,1992,Manis javanica,US,VN,,bodies,,2.0,Asian,2.0,whole
415,1992,Manis pentadactyla,BE,CN,,derivatives,cartons,10.0,Asian,56.0,derivatives
416,1992,Manis pentadactyla,CU,CN,,derivatives,boxes,2030.0,Asian,11278.0,derivatives
417,1992,Manis pentadactyla,GA,CN,,derivatives,cartons,2.0,Asian,12.0,derivatives
418,1992,Manis pentadactyla,HK,CN,,derivatives,cartons,347.0,Asian,1928.0,derivatives
419,1992,Manis pentadactyla,HK,CN,,derivatives,,30000.0,Asian,8334.0,derivatives
420,1992,Manis pentadactyla,IT,CN,,derivatives,cartons,1.0,Asian,6.0,derivatives
421,1992,Manis pentadactyla,MO,CN,,derivatives,cartons,385.0,Asian,2139.0,derivatives
422,1992,Manis pentadactyla,MX,VN,,skins,kg,1000.0,Asian,1389.0,skins
423,1992,Manis pentadactyla,MX,VN,,skins,,5000.0,Asian,5000.0,skins
424,1992,Manis pentadactyla,MY,CN,,derivatives,cartons,5.0,Asian,28.0,derivatives
425,1992,Manis pentadactyla,PA,CN,,derivatives,cartons,2.0,Asian,12.0,derivatives
426,1992,Manis pentadactyla,SG,CN,,derivatives,cartons,200.0,Asian,1112.0,derivatives
427,1992,Manis pentadactyla,SU,CN,,derivatives,cartons,50.0,Asian,278.0,derivatives
428,1992,Manis pentadactyla,US,HK,XX,bodies,,1.0,Asian,1.0,whole
429,1992,Manis tricuspis,CH,CM,,skins,,1.0,African,1.0,skins
430,1993,Manis spp.,US,HK,XX,derivatives,,1.0,Asian,1.0,derivatives
431,1993,Manis javanica,SG,VN,,skins,,220.0,Asian,220.0,skins
432,1993,Manis javanica,US,KR,XX,bodies,,1.0,Asian,1.0,whole
433,1993,Manis javanica,US,LA,,skins,,16083.0,Asian,16083.0,skins
434,1993,Manis javanica,US,VN,,bodies,,1.0,Asian,1.0,whole
435,1993,Manis javanica,US,VN,,bodies,,1.0,Asian,1.0,whole
436,1994,Manis spp.,US,NG,,leather items,,1.0,African,1.0,skins
437,1994,Manis spp.,US,XX,,feet,,1.0,Other,1.0,derivatives
438,1994,Manis javanica,PL,ID,,live,,5.0,Asian,5.0,whole
439,1994,Manis javanica,SG,MY,,scales,kg,2000.0,Asian,2041.0,skins
440,1994,Manis javanica,US,LA,,skins,,6553.0,Asian,6553.0,skins
441,1994,Manis javanica,US,LA,,leather items,,14.0,Asian,14.0,skins
442,1994,Manis javanica,US,TH,LA,skins,,200.0,Asian,200.0,skins
443,1994,Manis javanica,US,VN,,bodies,,2.0,Asian,2.0,whole
444,1994,Manis javanica,US,XX,,bodies,,1.0,Asian,1.0,whole
445,1994,Manis pentadactyla,US,VN,,bodies,,2.0,Asian,2.0,whole
446,1995,Manis spp.,US,LA,XX,bodies,,1.0,Asian,1.0,whole
447,1995,Manis spp.,US,LA,,skins,,302.0,Asian,302.0,skins
448,1995,Manis spp.,US,LA,,leather items,,191.0,Asian,191.0,skins
449,1995,Manis spp.,US,LA,,specimens,g,422.0,Asian,1.0,whole
450,1995,Manis spp.,US,LA,,unspecified,,12.0,Asian,12.0,derivatives
451,1995,Manis javanica,SG,VN,,skins,,150.0,Asian,150.0,skins
452,1995,Manis javanica,SG,VN,,skins,,50.0,Asian,50.0,skins
453,1995,Manis javanica,US,LA,,skins,kg,6.0,Asian,7.0,skins
454,1995,Manis javanica,US,LA,,skins,m2,63.0,Asian,53.0,skins
455,1995,Manis javanica,US,LA,,skins,,9485.0,Asian,9485.0,skins
456,1995,Manis javanica,US,LA,,leather items,,170.0,Asian,170.0,skins
457,1995,Manis javanica,US,LA,,leather items,,580.0,Asian,580.0,skins
458,1995,Manis javanica,US,TH,LA,skins,,266.0,Asian,266.0,skins
459,1995,Manis javanica,US,TH,,skins,,300.0,Asian,300.0,skins
460,1995,Manis javanica,US,XX,,bodies,,3.0,Asian,3.0,whole
461,1995,Manis javanica,US,ZA,LA,skin pieces,kg,5.5,Asian,6.0,skins
462,1995,Manis javanica,US,ZA,XX,shoes,,39.0,Asian,39.0,trophy
463,1996,Manis spp.,US,KH,,bodies,,1.0,Asian,1.0,whole
464,1996,Manis spp.,US,LA,,derivatives,g,454.0,Asian,1.0,derivatives
465,1996,Manis spp.,US,LA,,unspecified,g,228.0,Asian,1.0,derivatives
466,1996,Manis spp.,US,LA,,unspecified,,12.0,Asian,12.0,derivatives
467,1996,Manis javanica,CN,HK,MY,scales,kg,1600.0,Asian,1633.0,skins
468,1996,Manis javanica,CN,SG,MY,scales,kg,4000.0,Asian,4082.0,skins
469,1996,Manis javanica,SG,MY,,scales,kg,9430.0,Asian,9623.0,skins
470,1996,Manis javanica,US,JP,LA,shoes,,2.0,Asian,2.0,trophy
471,1996,Manis javanica,US,JP,LA,skins,,42.0,Asian,42.0,skins
472,1996,Manis javanica,US,LA,,skins,,984.0,Asian,984.0,skins
473,1996,Manis javanica,US,LA,,skins,,6704.0,Asian,6704.0,skins
474,1996,Manis javanica,US,LA,,skins,,405.0,Asian,405.0,skins
475,1996,Manis javanica,US,ZA,XX,skin pieces,kg,7.5,Asian,8.0,skins
476,1996,Manis javanica,US,ZA,,leather items,,136.0,Asian,136.0,skins
477,1996,Manis pentadactyla,JP,CN,,live,,4.0,Asian,4.0,whole
478,1996,Manis pentadactyla,US,CN,,derivatives,kg,6.0,Asian,2.0,derivatives
479,1996,Manis tricuspis,JP,TG,,live,,20.0,African,20.0,whole
480,1996,Manis tricuspis,US,TG,,live,,10.0,African,10.0,whole
481,1997,Manis spp.,KR,XX,,scales,kg,366.0,Other,202.0,skins
482,1997,Manis spp.,US,LA,,derivatives,,1.0,Asian,1.0,derivatives
483,1997,Manis spp.,US,LA,,feet,,4.0,Asian,1.0,derivatives
484,1997,Manis spp.,US,LA,,unspecified,,1.0,Asian,1.0,derivatives
485,1997,Manis spp.,US,TH,,skins,,2.0,Asian,2.0,skins
486,1997,Manis spp.,US,XX,,shoes,,1.0,Other,1.0,trophy
487,1997,Manis javanica,MX,LA,,skins,,719.0,Asian,719.0,skins
488,1997,Manis javanica,NL,SG,,bodies,,1.0,Asian,1.0,whole
489,1997,Manis javanica,US,LA,,skins,,4305.0,Asian,4305.0,skins
490,1997,Manis javanica,US,LA,,skins,,1550.0,Asian,1550.0,skins
491,1997,Manis pentadactyla,DE,TW,,live,,2.0,Asian,2.0,whole
492,1997,Manis pentadactyla,SG,VN,,skins,,500.0,Asian,500.0,skins
493,1997,Manis pentadactyla,US,CN,,scales,kg,500.0,Asian,695.0,skins
494,1997,Manis pentadactyla,US,TW,CN,derivatives,kg,1.0,Asian,1.0,derivatives
495,1997,Manis temminckii,US,TZ,,skeletons,,1.0,African,1.0,derivatives
496,1997,Manis tricuspis,US,TG,,live,,1.0,African,1.0,whole
497,1998,Manis spp.,NZ,TW,XX,derivatives,,4.0,Asian,1.0,derivatives
498,1998,Manis spp.,US,LA,XX,claws,,1.0,Asian,1.0,derivatives
499,1998,Manis spp.,US,LA,XX,derivatives,,1.0,Asian,1.0,derivatives
500,1998,Manis spp.,US,LA,XX,unspecified,kg,3.0,Asian,1.0,derivatives
501,1998,Manis spp.,US,LA,XX,unspecified,,1.0,Asian,1.0,derivatives
502,1998,Manis spp.,US,LA,,feet,,4.0,Asian,1.0,derivatives
503,1998,Manis spp.,US,LA,,skins,,1.0,Asian,1.0,skins
504,1998,Manis spp.,US,LA,,unspecified,g,100.0,Asian,1.0,derivatives
505,1998,Manis spp.,US,LA,,unspecified,,1.0,Asian,1.0,derivatives
506,1998,Manis spp.,US,TH,,bodies,,4.0,Asian,4.0,whole
507,1998,Manis spp.,US,TH,,feet,,1.0,Asian,1.0,derivatives
508,1998,Manis spp.,US,TH,,meat,kg,2.0,Asian,1.0,consumption
509,1998,Manis spp.,US,TH,,skins,,1.0,Asian,1.0,skins
510,1998,Manis spp.,US,TW,US,live,,33.0,Asian,33.0,whole
511,1998,Manis javanica,HK,SG,MY,scales,kg,1027.0,Asian,1048.0,skins
512,1998,Manis javanica,JP,SG,MY,skins,,100.0,Asian,100.0,skins
513,1998,Manis javanica,MX,LA,,skins,,11000.0,Asian,11000.0,skins
514,1998,Manis javanica,MX,SG,MY,skins,,300.0,Asian,300.0,skins
515,1998,Manis javanica,MX,TH,LA,skins,,20.0,Asian,20.0,skins
516,1998,Manis javanica,SG,MY,,skins,,5000.0,Asian,5000.0,skins
517,1998,Manis javanica,US,LA,,skins,,2685.0,Asian,2685.0,skins
518,1998,Manis javanica,US,MY,,live,,12.0,Asian,12.0,whole
519,1998,Manis pentadactyla,MY,VN,,leather products (small),,1.0,Asian,1.0,skins
520,1998,Manis pentadactyla,US,CN,,derivatives,kg,500.0,Asian,139.0,derivatives
521,1998,Manis pentadactyla,US,HK,,derivatives,,4.0,Asian,2.0,derivatives
522,1998,Manis tetradactyla,HU,BJ,,live,,2.0,African,2.0,whole
523,1998,Manis tricuspis,ES,TG,,live,,2.0,African,2.0,whole
524,1998,Manis tricuspis,US,CM,,trophies,,1.0,African,1.0,trophy
525,1999,Manis spp.,JP,TH,,live,,100.0,Asian,100.0,whole
526,1999,Manis spp.,NZ,CN,,derivatives,,1.0,Asian,1.0,derivatives
527,1999,Manis spp.,NZ,HK,,derivatives,,8.0,Asian,1.0,derivatives
528,1999,Manis spp.,NZ,SG,,derivatives,,1.0,Asian,1.0,derivatives
529,1999,Manis spp.,NZ,XX,,derivatives,,2.0,Other,1.0,derivatives
530,1999,Manis spp.,US,CN,,unspecified,g,122.0,Asian,1.0,derivatives
531,1999,Manis spp.,US,LA,XX,scales,g,32.0,Asian,1.0,skins
532,1999,Manis spp.,US,LA,XX,scales,g,43.0,Asian,1.0,skins
533,1999,Manis spp.,US,LA,,scales,g,109.0,Asian,1.0,skins
534,1999,Manis spp.,US,LA,,unspecified,g,35.0,Asian,1.0,derivatives
535,1999,Manis spp.,US,TH,,skins,,1.0,Asian,1.0,skins
536,1999,Manis gigantea,US,CM,,bodies,,1.0,African,1.0,whole
537,1999,Manis javanica,CN,SG,MY,skins,kg,2000.0,Asian,2041.0,skins
538,1999,Manis javanica,GB,TH,,leather products (small),pairs,1.0,Asian,1.0,skins
539,1999,Manis javanica,JP,MY,,bodies,,1.0,Asian,1.0,whole
540,1999,Manis javanica,JP,SG,MY,skins,,5537.0,Asian,5537.0,skins
541,1999,Manis javanica,MX,JP,MY,skins,,500.0,Asian,500.0,skins
542,1999,Manis javanica,MX,LA,,skins,kg,870.0,Asian,888.0,skins
543,1999,Manis javanica,MX,LA,,skins,,12480.0,Asian,12480.0,skins
544,1999,Manis javanica,MX,SG,MY,skins,,1919.0,Asian,1919.0,skins
545,1999,Manis javanica,SG,JP,MY,skins,,15.0,Asian,15.0,skins
546,1999,Manis javanica,SG,MY,,skins,,12685.0,Asian,12685.0,skins
547,1999,Manis javanica,US,LA,,skins,,1126.0,Asian,1126.0,skins
548,1999,Manis javanica,US,LA,,skins,,736.0,Asian,736.0,skins
549,1999,Manis javanica,US,ZA,LA,shoes,,142.0,Asian,142.0,trophy
550,1999,Manis pentadactyla,SG,VN,,skins,,400.0,Asian,400.0,skins
551,1999,Manis pentadactyla,US,LA,,meat,kg,1.0,Asian,1.0,consumption
552,1999,Manis tetradactyla,AT,BJ,,specimens,,6.0,African,6.0,whole
553,1999,Manis tetradactyla,AT,BJ,,specimens,,1.0,African,1.0,whole
554,1999,Manis tricuspis,AT,BJ,,specimens,,6.0,African,6.0,whole
555,1999,Manis tricuspis,AT,BJ,,specimens,,1.0,African,1.0,whole
556,1999,Manis tricuspis,JP,CM,,live,,5.0,African,5.0,whole
557,1999,Manis tricuspis,US,CM,,skins,,1.0,African,1.0,skins
558,1999,Manis tricuspis,US,CM,,trophies,,1.0,African,1.0,trophy
559,1999,Manis tricuspis,US,LR,,trophies,,1.0,African,1.0,trophy
560,2000,Manis spp.,CN,HK,XX,skins,,150.0,Asian,150.0,skins
561,2000,Manis spp.,CN,HK,XX,specimens,,2.0,Asian,2.0,whole
562,2000,Manis spp.,GB,CM,,bodies,,2.0,African,2.0,whole
563,2000,Manis spp.,GB,DJ,,bodies,,1.0,African,1.0,whole
564,2000,Manis spp.,NZ,CN,,derivatives,,17.0,Asian,2.0,derivatives
565,2000,Manis spp.,US,HK,XX,derivatives,,120.0,Asian,14.0,derivatives
566,2000,Manis spp.,US,LA,,unspecified,g,50.0,Asian,1.0,derivatives
567,2000,Manis javanica,CN,MY,,live,,50.0,Asian,50.0,whole
568,2000,Manis javanica,DE,JP,MY,skins,,12.0,Asian,12.0,skins
569,2000,Manis javanica,HK,SG,MY,scales,kg,350.0,Asian,358.0,skins
570,2000,Manis javanica,JP,MY,,bodies,,1.0,Asian,1.0,whole
571,2000,Manis javanica,JP,SG,MY,leather products (small),,299.0,Asian,150.0,skins
572,2000,Manis javanica,JP,SG,MY,skins,,26225.0,Asian,26225.0,skins
573,2000,Manis javanica,MX,JP,MY,skins,,2260.0,Asian,2260.0,skins
574,2000,Manis javanica,MX,LA,,leather products (small),,49.0,Asian,25.0,skins
575,2000,Manis javanica,MX,LA,,skins,,4800.0,Asian,4800.0,skins
576,2000,Manis javanica,MX,SG,MY,skins,,10987.0,Asian,10987.0,skins
577,2000,Manis javanica,SG,JP,MY,skins,,3459.0,Asian,3459.0,skins
578,2000,Manis javanica,SG,MY,,skins,,5610.0,Asian,5610.0,skins
579,2000,Manis javanica,US,JP,MY,skins,,4322.0,Asian,4322.0,skins
580,2000,Manis javanica,US,LA,,scales,g,29.0,Asian,1.0,skins
581,2000,Manis javanica,US,LA,,skins,,215.0,Asian,215.0,skins
582,2000,Manis javanica,US,LA,,skins,,926.0,Asian,926.0,skins
583,2000,Manis javanica,US,MY,,skins,,200.0,Asian,200.0,skins
584,2000,Manis pentadactyla,SG,VN,,skins,,500.0,Asian,500.0,skins
585,2000,Manis pentadactyla,US,CN,XX,derivatives,,3.0,Asian,1.0,derivatives
586,2000,Manis pentadactyla,US,TW,,specimens,,18.0,Asian,18.0,whole
587,2000,Manis pentadactyla,US,TW,,specimens,,2.0,Asian,2.0,whole
588,2000,Manis pentadactyla,US,VN,,skins,,500.0,Asian,500.0,skins
589,2000,Manis tetradactyla,AT,BJ,,specimens,,2.0,African,2.0,whole
590,2000,Manis tetradactyla,DE,CI,,skins,,1.0,African,1.0,skins
591,2000,Manis tetradactyla,US,CF,,specimens,,40.0,African,40.0,whole
592,2000,Manis tricuspis,FR,GN,,skulls,,1.0,African,1.0,derivatives
593,2000,Manis tricuspis,JP,CM,,live,,5.0,African,5.0,whole
594,2001,Manis spp.,NZ,CN,,derivatives,,6.0,Asian,1.0,derivatives
595,2001,Manis spp.,US,CN,XX,derivatives,kg,1.0,Asian,1.0,derivatives
596,2001,Manis spp.,US,GQ,,specimens,,1.0,African,1.0,whole
597,2001,Manis spp.,US,LA,XX,scales,g,20.0,Asian,1.0,skins
598,2001,Manis spp.,US,LA,,scales,g,41.0,Asian,1.0,skins
599,2001,Manis spp.,US,LA,,unspecified,g,555.0,Asian,1.0,derivatives
600,2001,Manis spp.,US,MY,,derivatives,,10.0,Asian,2.0,derivatives
601,2001,Manis spp.,US,TH,XX,feet,,2.0,Asian,1.0,derivatives
602,2001,Manis spp.,US,XX,,shoes,,8.0,Other,8.0,trophy
603,2001,Manis javanica,CH,JP,MY,skins,,4.0,Asian,4.0,skins
604,2001,Manis javanica,DE,JP,MY,skins,,12.0,Asian,12.0,skins
605,2001,Manis javanica,MX,JP,MY,skins,,2500.0,Asian,2500.0,skins
606,2001,Manis javanica,NO,TH,,skins,,1.0,Asian,1.0,skins
607,2001,Manis javanica,US,JP,MY,skins,,1.0,Asian,1.0,skins
608,2001,Manis javanica,US,LA,XX,scales,g,14.0,Asian,1.0,skins
609,2001,Manis javanica,US,LA,,scales,g,642.0,Asian,1.0,skins
610,2001,Manis pentadactyla,US,TW,,specimens,,3.0,Asian,3.0,whole
611,2001,Manis tricuspis,US,CI,,live,,1.0,African,1.0,whole
612,2002,Manis spp.,CH,HK,XX,skins,,20.0,Asian,20.0,skins
613,2002,Manis spp.,NZ,CN,,scales,,18.0,Asian,10.0,skins
614,2002,Manis spp.,SI,HK,XX,scales,,4.0,Asian,3.0,skins
615,2002,Manis spp.,SI,HK,XX,skins,,1.0,Asian,1.0,skins
616,2002,Manis spp.,US,CN,XX,derivatives,g,150.0,Asian,1.0,derivatives
617,2002,Manis spp.,US,CN,,derivatives,,6.0,Asian,1.0,derivatives
618,2002,Manis spp.,US,LA,,scales,,4.0,Asian,3.0,skins
619,2002,Manis spp.,US,VN,,scales,g,13.0,Asian,1.0,skins
620,2002,Manis javanica,CH,HK,XX,leather products (small),,1.0,Asian,1.0,skins
621,2002,Manis javanica,CN,JP,MY,leather products (small),,16.0,Asian,8.0,skins
622,2002,Manis javanica,CN,JP,MY,skins,,10.0,Asian,10.0,skins
623,2002,Manis javanica,MX,JP,MY,skins,,2542.0,Asian,2542.0,skins
624,2002,Manis tetradactyla,US,TG,,live,,8.0,African,8.0,whole
625,2002,Manis tricuspis,FR,GA,,bodies,,2.0,African,2.0,whole
626,2002,Manis tricuspis,US,TG,,live,,16.0,African,16.0,whole
627,2003,Manis spp.,US,TH,ID,skins,,1.0,Asian,1.0,skins
628,2003,Manis spp.,US,TH,,meat,kg,2.0,Asian,1.0,consumption
629,2003,Manis javanica,JP,ID,,specimens,,41.0,Asian,41.0,whole
630,2003,Manis javanica,MX,JP,MY,skins,,1500.0,Asian,1500.0,skins
631,2003,Manis javanica,MX,LA,,skins,,300.0,Asian,300.0,skins
632,2003,Manis pentadactyla,JP,CN,,live,,2.0,Asian,2.0,whole
633,2004,Manis spp.,ID,XX,,scales,,2655.0,Other,1459.0,skins
634,2004,Manis spp.,US,LA,,unspecified,g,24.0,Asian,1.0,derivatives
635,2004,Manis crassicaudata,FR,PK,,specimens,,1.0,Asian,1.0,whole
636,2004,Manis gigantea,FR,GA,,bodies,,1.0,African,1.0,whole
637,2004,Manis javanica,US,CN,XX,scales,g,2045.0,Asian,3.0,skins
638,2004,Manis javanica,US,SG,XX,specimens,,9.0,Asian,9.0,whole
639,2004,Manis javanica,US,SG,,specimens,flasks,8.0,Asian,8.0,whole
640,2004,Manis pentadactyla,JP,CN,,live,,2.0,Asian,2.0,whole
641,2004,Manis pentadactyla,US,VN,,skins,,2.0,Asian,2.0,skins
642,2004,Manis temminckii,IT,CD,,live,,10.0,African,10.0,whole
643,2004,Manis tetradactyla,US,TG,,live,,3.0,African,3.0,whole
644,2005,Manis spp.,US,LA,,bodies,,1.0,Asian,1.0,whole
645,2005,Manis spp.,US,LA,,meat,g,65.0,Asian,1.0,consumption
646,2005,Manis spp.,US,LA,,unspecified,g,62.0,Asian,1.0,derivatives
647,2005,Manis spp.,US,PH,XX,skins,,1.0,Asian,1.0,skins
648,2005,Manis spp.,US,TH,XX,scales,,5.0,Asian,3.0,skins
649,2005,Manis spp.,US,TH,XX,skin pieces,,9.0,Asian,5.0,skins
650,2005,Manis spp.,US,TW,XX,skin pieces,,15.0,Asian,9.0,skins
651,2005,Manis javanica,US,SG,,specimens,,9.0,Asian,9.0,whole
652,2005,Manis pentadactyla,US,TW,,specimens,,63.0,Asian,63.0,whole
653,2005,Manis temminckii,US,CD,,live,,1.0,African,1.0,whole
654,2006,Manis spp.,US,CM,,bodies,,1.0,African,1.0,whole
655,2006,Manis spp.,US,HK,XX,specimens,,100.0,Asian,100.0,whole
656,2006,Manis spp.,US,LA,,tails,,1.0,Asian,1.0,derivatives
657,2006,Manis spp.,US,LA,,unspecified,g,38.0,Asian,1.0,derivatives
658,2006,Manis spp.,US,MY,XX,derivatives,,5.0,Asian,1.0,derivatives
659,2006,Manis spp.,US,MY,XX,leather products (small),,1.0,Asian,1.0,skins
660,2006,Manis spp.,US,TH,,scales,kg,0.296,Asian,1.0,skins
661,2006,Manis spp.,US,TH,,specimens,,40.0,Asian,40.0,whole
662,2006,Manis spp.,US,VN,,derivatives,,24.0,Asian,3.0,derivatives
663,2006,Manis spp.,US,XX,,leather products (small),,2.0,Other,1.0,skins
664,2006,Manis spp.,US,XX,,shoes,,18.0,Other,18.0,trophy
665,2006,Manis javanica,US,LA,,skins,,1.0,Asian,1.0,skins
666,2006,Manis tricuspis,FR,GA,,live,,2.0,African,2.0,whole
667,2006,Manis tricuspis,US,TZ,,specimens,,1.0,African,1.0,whole
668,2007,Manis spp.,GB,KE,TZ,scales,,1.0,African,1.0,skins
669,2007,Manis spp.,NZ,CN,XX,derivatives,,10.0,Asian,2.0,derivatives
670,2007,Manis spp.,US,CM,,bodies,kg,2.0,African,2.0,whole
671,2007,Manis spp.,US,CM,,specimens,,5.0,African,5.0,whole
672,2007,Manis spp.,US,CN,XX,derivatives,,88.0,Asian,10.0,derivatives
673,2007,Manis spp.,US,CN,XX,derivatives,,281.0,Asian,31.0,derivatives
674,2007,Manis spp.,US,GH,,bodies,,1.0,African,1.0,whole
675,2007,Manis spp.,US,PH,,specimens,,1.0,Asian,1.0,whole
676,2007,Manis spp.,US,XX,,shoes,,8.0,Other,8.0,trophy
677,2007,Manis culionensis,US,PH,,specimens,,1.0,Asian,1.0,whole
678,2007,Manis gigantea,US,CM,,specimens,,11.0,African,11.0,whole
679,2007,Manis javanica,AU,VN,,specimens,ml,950.0,Asian,1.0,whole
680,2007,Manis javanica,US,SG,,specimens,,2.0,Asian,2.0,whole
681,2007,Manis javanica,US,TH,,skins,,1.0,Asian,1.0,skins
682,2007,Manis javanica,US,VN,,specimens,ml,1150.0,Asian,1.0,whole
683,2007,Manis pentadactyla,DE,TW,,live,,1.0,Asian,1.0,whole
684,2007,Manis pentadactyla,US,TW,,specimens,,42.0,Asian,42.0,whole
685,2007,Manis pentadactyla,US,TW,,specimens,,38.0,Asian,38.0,whole
686,2007,Manis tetradactyla,NL,TG,,live,,1.0,African,1.0,whole
